date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
1997-02-21,China PR,3,1,Singapore,False,False,,Dunhill Cup,1997
1997-02-21,Malaysia,2,1,Finland,False,False,,Dunhill Cup,1997
1997-02-22,Bosnia and Herzegovina,4,0,Vietnam,False,False,,Dunhill Cup,1997
1997-02-22,Indonesia,0,0,Zimbabwe,False,False,,Dunhill Cup,1997
1997-02-23,China PR,2,1,Finland,False,False,,Dunhill Cup,1997
1997-02-23,Malaysia,0,0,Singapore,False,False,,Dunhill Cup,1997
1997-02-24,Bosnia and Herzegovina,2,2,Zimbabwe,False,False,,Dunhill Cup,1997
1997-02-24,Indonesia,1,0,Vietnam,False,False,,Dunhill Cup,1997
1997-02-25,Malaysia,0,2,China PR,False,False,,Dunhill Cup,1997
1997-02-25,Singapore,0,1,Finland,False,False,,Dunhill Cup,1997
1997-02-26,Bosnia and Herzegovina,2,0,Indonesia,False,False,,Dunhill Cup,1997
1997-02-26,Vietnam,0,6,Zimbabwe,False,False,,Dunhill Cup,1997
1997-02-28,China PR,3,1,Zimbabwe,False,False,,Dunhill Cup,1997
1997-02-28,Malaysia,0,1,Bosnia and Herzegovina,False,False,,Dunhill Cup,1997
1997-03-02,Bosnia and Herzegovina,0,3,China PR,False,False,,Dunhill Cup,1997
